Date,GDP,Unemployment Rate,Inflation (PCE),Interest Rates,Industrial Production,Consumer Sentiment,S&P500,VIX
2012-10-01,0.0011564055376036553,0.012820512820512997,0.006834574482454503,0.1428571428571428,0.009873681460905948,-0.06896551724137923,-0.010050949972839285,0.14558175347548508
2013-01-01,0.009865606638638447,-0.05063291139240511,0.00973956283762023,-0.12499999999999989,0.008965522859842867,0.07818930041152239,0.10026714945065396,-0.2952275534602712
2013-04-01,0.0026763633481292626,0.0,0.004809523387746761,-0.3571428571428572,0.0016512109553203924,0.06997455470737912,0.02363645528939995,0.32755912311522595
2013-07-01,0.00851393569084391,-0.039999999999999925,0.008947145728288808,-0.11111111111111105,0.008027818754887006,-0.07847800237812119,0.04685983649077574,-0.01542112808241558
2013-10-01,0.008717417534272576,-0.06944444444444442,0.012869237019369484,0.125,0.0033846765914526955,0.06451612903225801,0.09920010209609131,-0.17349397881073603
2014-01-01,-0.0034509598528477126,0.0,0.011135838250008412,-0.11111111111111105,0.01393735859658074,-0.030303030303030276,0.012973652675233094,0.0116617962316381
2014-04-01,0.012918421292132942,-0.08955223880597019,0.011891864224597759,0.25,0.008075522197123597,0.03125,0.04694126934898324,-0.16642654182785976
2014-07-01,0.012153914093167906,-0.032786885245901565,0.010934351737103443,-0.10000000000000009,0.0036940075205704748,0.025454545454545396,0.006152369218874076,0.40968019845658077
2014-10-01,0.0050573313621204985,-0.05084745762711873,0.00873125740113756,0.33333333333333326,0.006379057193020676,0.1063829787234043,0.04391335025066545,0.17719199212923376
2015-01-01,0.009004849775657187,-0.03571428571428559,0.006613701936987848,-0.08333333333333326,-0.017470050996531095,-0.0064102564102563875,0.004366404711633187,-0.203645866964425
2015-04-01,0.0061940508675886186,-0.0185185185185186,0.010824484030190318,0.18181818181818188,-0.013217905405405461,0.033333333333333215,-0.002311431171168832,0.19228251064213842
2015-07-01,0.004002450612528241,-0.05660377358490565,0.00637801737095689,0.0769230769230771,0.0017177872591143117,-0.09261186264308008,-0.06935164420467954,0.34393859655547265
2015-10-01,0.0018447912646364362,0.0,0.005296131240715596,0.714285714285714,-0.01700633974726462,0.06192660550458706,0.06453540320655904,-0.256734731246014
2016-01-01,0.005795194060450148,0.0,0.006826212656601438,0.5,-0.007563246040489413,-0.017278617710583144,0.007730192315364315,-0.23393736899415585
2016-04-01,0.003211240684381167,-0.019999999999999907,0.015490149158490896,0.05555555555555558,0.0054669128542723655,0.027472527472527375,0.018992745381929854,0.12043013104989297
2016-07-01,0.007093902550786346,0.020408163265306145,0.009064345858992073,0.05263157894736836,-0.0006877516396142092,-0.024598930481283365,0.03307028985111082,-0.14971210079684583
2016-10-01,0.005542991127484687,-0.05999999999999994,0.012400168137872924,0.3500000000000001,0.0037685131502662728,0.07675438596491224,0.03254209944248743,0.05643340873986191
2017-01-01,0.004868902100417571,-0.06382978723404253,0.010303016323360836,0.462962962962963,0.00035241347693748537,-0.01323828920570258,0.05533688947125537,-0.11894587470308904
2017-04-01,0.005598725623111145,-0.022727272727272818,0.006491678018858638,0.31645569620253156,0.012688472265543371,-0.019607843137254943,0.025686472438030572,-0.09620045201233374
2017-07-01,0.00788524130554702,0.0,0.014525300184496048,0.10576923076923062,-0.005529124341005498,0.001052631578947416,0.039593052266169604,-0.14937388467877044
2017-10-01,0.011270466267692791,-0.04651162790697683,0.01854322404656683,0.1304347826086958,0.016926167150786986,0.008412197686645806,0.06122586427624599,0.16088324880630256
2018-01-01,0.008134098018182323,-0.024390243902438935,0.009300385625745422,0.1615384615384614,0.007754986580561507,0.05735140771637126,-0.012245611334087081,0.8088767556483392
2018-04-01,0.005308251410129694,0.0,0.009946930371487417,0.20529801324503305,0.009274862803819506,-0.0315581854043393,0.02934638833451486,-0.19429140181151328
2018-07-01,0.0062369742531143135,-0.07499999999999996,0.006274048124964127,0.0714285714285714,0.00897062186750186,0.019348268839103788,0.071958510007325,-0.24673711804721643
2018-10-01,0.001416442191157108,0.054054054054053946,0.002411220020259952,0.16410256410256419,-0.0011861530319895452,-0.017982017982017928,-0.1397160878047653,1.0973597620724194
2019-01-01,0.0054310112931506005,-0.02564102564102566,0.013414842437871943,0.06167400881057272,-0.011212120629340516,0.0010172939979655737,0.13066190315637094,-0.46066089704961977
2019-04-01,0.008296681631043468,-0.05263157894736836,0.010610880541569223,-0.012448132780083054,-0.0032996656572198413,-0.002032520325203291,0.037877544143682496,0.09992705191445417
2019-07-01,0.01132175583525652,-0.02777777777777779,0.011423647784757351,-0.1428571428571428,0.0004117502997873501,-0.050916496945010215,0.011890834178392762,0.0769230671936918
2019-10-01,0.006413185086201922,0.028571428571428692,0.012757976311522645,-0.24019607843137258,-0.006315132422718861,0.06545064377682408,0.08534169591429386,-0.15147783699615136
2020-01-01,-0.013628647829649676,0.22222222222222232,-0.06432946890708413,-0.5806451612903225,-0.04138824545561626,-0.10271903323262843,-0.20001050382463903,2.885341215749302
2020-04-01,-0.07891020385469472,1.5,0.016972377292829632,-0.8769230769230769,-0.06250511942596892,-0.12345679012345678,0.19952871969448593,-0.431639899424233
2020-07-01,0.07759223486629496,-0.2909090909090909,0.04476335094210482,0.125,0.04676477815699642,0.0294494238156211,0.0847372205914454,-0.13342094726340914
2020-10-01,0.01035224384420963,-0.14102564102564097,0.010017059024223673,0.0,0.022233954200767014,0.003731343283582156,0.11688078155199966,-0.13727723640598244
2021-01-01,0.012855209155241631,-0.08955223880597019,0.05781729249145373,-0.2222222222222221,0.0016300010002510135,0.052044609665427455,0.0577251809132131,-0.14725276402064735
2021-04-01,0.01519746441980696,-0.032786885245901565,0.02879751686082166,0.1428571428571428,0.014006201654657824,0.007067137809187107,0.08170629345361147,-0.18402060644445928
2021-07-01,0.00814372189287571,-0.2033898305084746,0.018027749324890596,0.0,-0.004504088047786348,-0.1485380116959064,0.0023362510907505296,0.4617813961575179
2021-10-01,0.016967722928780793,-0.17021276595744683,0.024410173853124162,0.0,0.0184188796039626,-0.030219780219780223,0.10647379538196211,-0.2558340636319216
2022-01-01,-0.004976793334115048,-0.07692307692307687,0.024072574884518083,1.5,0.015780187538409596,-0.1586402266288951,-0.049467290542075215,0.1939605276289207
2022-04-01,-0.001412722859434612,0.0,0.020135320514311106,5.05,0.0020326313940552954,-0.1582491582491582,-0.16445095427169687,0.39640076995287576
2022-07-01,0.006586186945369832,-0.02777777777777779,0.014472934472934407,1.115702479338843,0.00819973063592716,0.17199999999999993,-0.05277139198948255,0.10135847605563209
2022-10-01,0.006354223995880481,0.0,0.007840934621433204,0.6015624999999998,-0.01973856423799092,0.020477815699658564,0.07080501406034023,-0.3146742725760371
2023-01-01,0.005563806535349158,0.0,0.018892529927104995,0.13414634146341475,0.011572176325912675,0.03678929765886285,0.07027218611635622,-0.13705580539446072
2023-04-01,0.005111220984456155,0.028571428571428692,0.011092514193823844,0.09247311827956972,-0.003497007574576827,0.03548387096774208,0.08299929169508036,-0.27326205357589095
2023-07-01,0.011938709626620136,0.05555555555555558,0.01655901414088956,0.04921259842519676,0.0097477815292637,0.05607476635514019,-0.03647555543559855,0.2891832421670286
2023-10-01,0.008384046164520154,-0.02631578947368407,0.011643562248889072,0.0,-0.005860747705169755,0.028023598820059004,0.11235416923349151,-0.2893835910975594
